PRECIPITACAO_TOTAL;PRESSAO_ATMOSFERICA_NIVEL_ESTACAO;PRESSAO_ATMOSFERICA_MAX_HORA_ANT;PRESSAO_ATMOSFERICA_MIN_HORA_ANT;RADIACAO;TEMPERATURA_AR;TEMPERATURA_PONTO_ORVALHO;TEMPERATURA_MAXIMA_HORA_ANT;TEMPERATURA_MINIMA_HORA_ANT;TEMPERATURA_ORVALHO_MAX_HORA_ANT;TEMPERATURA_ORVALHO_MIN_HORA_ANT;UMIDADE_REL_MAX_HORA_ANT;UMIDADE_REL_MIN_HORA_ANT;UMIDADE_RELATIVA_AR_HORARIA;VENTO_DIRECAO_HORARIA;VENTO_RAJADA_MAXIMA;VENTO_VELOCIDADE_HORARIA;DATA_HORA
0.0;935.9;936.0;935.8;1476.7;26.8;19.1;27.3;26.1;20.3;18.9;69;61;63;149;3.5;1.0;1705327200.0
0.0;935.3;935.9;935.3;2562.0;28.7;20.3;28.8;26.9;20.6;18.6;64;57;60;141;3.8;1.4;1705330800.0
0.0;934.1;935.3;934.1;3848.6;29.8;16.9;30.1;28.5;20.5;16.9;62;46;46;134;5.4;2.2;1705334400.0
0.0;933.1;934.1;933.1;1961.4;29.6;17.2;30.5;28.8;18.4;16.0;53;43;47;149;4.9;1.8;1705338000.0
0.0;932.2;933.1;932.2;3164.0;31.4;16.5;31.9;29.6;19.6;16.5;52;41;41;194;4.8;2.3;1705341600.0
14.4;932.2;932.4;931.8;1025.9;21.6;20.0;31.9;21.1;20.0;16.9;91;40;91;339;10.7;2.1;1705345200.0
0.2;932.3;932.5;932.0;165.1;22.0;20.1;22.1;21.5;20.4;19.7;91;89;89;218;5.2;0.9;1705348800.0
0.0;932.1;932.4;932.1;144.2;22.1;20.6;22.3;21.8;20.7;20.1;91;89;91;332;2.1;0.2;1705352400.0
0.0;932.3;932.4;932.1;25.9;22.1;20.5;22.2;21.9;20.7;20.4;91;91;91;20;1.3;0.2;1705356000.0
0.0;933.7;933.7;933.1;3.0;20.6;19.3;20.8;20.4;19.3;19.0;92;92;92;355;1.6;0.3;1705395600.0
0.0;934.1;934.1;933.7;339.8;22.0;20.3;22.0;20.6;20.3;19.3;92;90;90;110;1.4;0.2;1705399200.0
0.0;934.5;934.6;934.1;1194.4;25.0;19.7;25.8;22.0;21.1;19.7;90;72;72;94;2.1;0.2;1705402800.0
0.0;934.6;934.6;934.5;2006.3;26.8;20.6;26.9;25.2;21.5;19.6;75;66;69;298;2.5;0.6;1705406400.0
0.0;934.6;934.8;934.6;2752.0;28.3;21.2;28.7;26.7;21.6;19.6;70;60;66;230;3.0;0.9;1705410000.0
0.0;934.2;934.6;934.2;3300.7;30.1;20.4;30.8;28.3;22.4;19.6;67;52;56;251;2.4;0.7;1705413600.0
0.0;933.4;934.2;933.4;2368.7;29.9;19.3;31.3;29.3;22.1;19.0;60;50;53;179;3.6;1.3;1705417200.0
0.0;932.5;933.5;932.5;2179.9;30.8;18.4;32.1;29.9;20.6;17.8;55;44;48;141;3.6;1.1;1705420800.0
0.0;931.9;932.7;931.9;3033.1;32.0;20.1;32.3;27.7;22.1;18.3;68;45;50;266;5.2;1.1;1705424400.0
0.2;932.2;932.2;931.5;1767.3;25.0;17.0;33.3;25.0;21.4;16.2;62;43;61;284;9.0;2.0;1705428000.0
2.4;931.3;932.2;931.1;931.5;26.1;20.4;26.1;22.4;20.9;17.2;85;61;71;80;10.1;2.3;1705431600.0
0.4;930.5;931.3;930.3;495.0;23.8;19.0;26.3;22.9;20.0;17.9;82;64;75;62;10.1;1.2;1705435200.0
0.0;930.5;930.8;930.5;733.7;26.3;20.1;27.9;23.8;20.6;19.2;78;63;69;152;3.6;0.9;1705438800.0
0.0;931.4;931.4;930.3;46.2;24.3;20.2;26.3;24.3;20.3;19.7;78;68;78;52;1.8;0.3;1705442400.0
0.0;933.9;934.0;933.4;3.0;20.5;19.3;20.6;20.3;19.4;19.0;93;92;93;202;0.9;0.0;1705482000.0
0.0;934.5;934.5;933.9;358.0;21.8;20.4;21.8;20.5;20.5;19.3;93;92;92;217;1.0;0.2;1705485600.0
0.0;935.0;935.0;934.5;1172.9;25.7;20.8;25.8;21.7;21.1;20.3;92;74;74;131;1.7;0.3;1705489200.0
0.0;935.0;935.2;935.0;2015.9;28.9;21.2;28.9;25.4;22.1;19.8;75;62;63;190;1.9;0.3;1705492800.0
0.0;934.8;935.1;934.8;2734.3;30.3;19.7;30.5;28.3;21.7;19.1;64;52;53;101;3.0;1.2;1705496400.0
0.0;934.5;934.9;934.5;3136.8;31.7;18.8;32.8;30.3;21.2;17.6;55;41;46;43;5.2;1.3;1705500000.0
0.0;933.8;934.5;933.8;2702.7;32.4;18.0;32.7;31.1;20.6;17.7;53;41;42;166;3.8;0.9;1705503600.0
0.0;933.4;933.8;933.4;3156.3;32.8;18.0;33.5;31.6;19.4;16.1;47;36;42;15;3.8;1.3;1705507200.0
0.0;932.2;933.4;932.2;3026.0;32.8;16.4;34.3;32.1;19.4;15.4;45;33;38;31;5.4;0.7;1705510800.0
0.0;931.1;932.3;931.1;3244.8;34.3;14.9;35.0;32.9;18.5;14.4;40;29;31;47;4.9;2.1;1705514400.0
0.0;930.2;931.1;930.2;2610.3;34.9;14.0;35.5;34.3;15.5;12.6;32;25;29;106;5.5;2.2;1705518000.0
0.0;930.1;930.2;929.9;1730.3;34.8;13.2;35.4;34.3;15.2;11.6;32;24;27;70;5.5;1.0;1705521600.0
0.0;930.5;930.5;930.0;682.0;27.7;18.0;34.9;27.7;18.4;13.1;56;27;56;255;9.9;1.6;1705525200.0
0.0;930.9;930.9;930.4;38.0;26.3;17.8;27.7;26.2;17.9;17.1;59;53;59;311;4.4;0.0;1705528800.0
0.0;932.2;932.2;931.5;1.6;20.9;19.5;21.4;20.6;20.0;19.1;92;91;92;354;1.0;0.0;1705568400.0
0.0;932.8;932.8;932.2;313.6;22.6;20.3;22.6;20.9;20.3;19.5;92;87;87;166;1.7;0.5;1705572000.0
0.0;933.1;933.1;932.8;1050.3;25.1;20.0;25.4;22.6;20.8;19.9;87;73;73;108;2.3;0.6;1705575600.0
0.0;933.5;933.6;933.1;1259.1;28.1;20.7;28.2;25.0;21.3;19.9;74;64;64;139;2.0;0.6;1705579200.0
0.0;933.5;933.7;933.5;2413.7;31.4;19.6;31.6;27.6;21.6;18.8;66;49;50;73;3.5;0.9;1705582800.0
0.0;933.1;933.5;933.1;3122.5;32.0;17.6;32.9;31.0;20.5;17.2;53;39;42;343;3.4;0.9;1705586400.0
0.0;932.6;933.1;932.6;2078.1;33.3;17.4;33.3;31.1;19.9;14.4;50;34;39;346;2.5;0.5;1705590000.0
0.0;931.8;932.6;931.8;3664.5;32.9;16.3;33.6;32.5;19.7;15.1;46;32;37;22;6.4;1.0;1705593600.0
0.0;930.9;931.8;930.8;2007.2;32.6;18.2;33.3;31.5;18.7;15.4;44;36;42;314;4.7;0.8;1705597200.0
0.0;930.1;930.9;930.1;1084.1;31.6;18.1;33.3;31.5;20.0;15.0;47;34;45;328;3.2;0.7;1705600800.0
8.6;930.6;931.3;929.9;223.0;22.1;20.5;31.6;21.2;20.5;17.3;90;43;90;223;12.1;4.8;1705604400.0
0.0;930.6;931.4;930.6;188.2;22.6;20.5;22.7;22.1;20.7;19.7;90;84;88;354;10.6;0.4;1705608000.0
0.0;931.1;931.2;930.6;510.9;24.1;20.1;24.9;22.6;21.9;19.3;90;74;78;303;2.5;0.4;1705611600.0
0.0;931.6;931.7;931.1;74.0;23.8;20.7;24.4;23.7;20.7;20.0;83;78;83;326;2.4;0.2;1705615200.0
0.0;932.8;932.8;932.3;1.4;20.6;19.3;21.1;20.5;19.8;19.2;93;92;93;342;1.5;0.0;1705654800.0
0.0;933.6;933.6;932.8;367.5;22.2;20.2;22.2;20.6;20.4;19.3;93;89;89;336;1.4;0.4;1705658400.0
0.0;933.8;933.8;933.5;808.0;24.1;20.0;24.4;22.2;20.9;19.9;89;78;78;281;2.0;0.4;1705662000.0
0.0;934.2;934.2;933.8;1891.4;27.2;19.2;27.2;24.2;21.2;18.6;80;60;62;335;2.2;1.1;1705665600.0
0.2;934.2;934.4;934.1;2640.9;28.9;20.4;29.7;27.2;22.2;18.5;67;56;60;224;4.3;1.7;1705669200.0
0.0;933.5;934.2;933.5;3278.1;30.9;20.0;31.1;28.9;22.6;20.0;63;51;52;217;4.3;1.0;1705672800.0
0.0;932.6;933.5;932.6;3509.4;32.1;19.7;32.4;30.2;22.4;18.3;61;45;48;279;3.9;0.8;1705676400.0
0.0;931.7;932.6;931.7;2565.2;31.1;20.4;33.2;31.1;21.5;19.1;56;44;53;272;3.9;1.0;1705680000.0
0.0;930.5;931.7;930.5;2099.4;32.6;19.9;33.3;30.1;22.2;18.7;60;45;47;215;5.6;2.0;1705683600.0
0.0;929.4;930.5;929.4;2317.0;32.3;20.0;32.6;30.4;20.4;18.3;52;45;48;153;7.0;2.2;1705687200.0
0.0;928.3;929.4;928.3;2440.4;33.5;17.0;33.7;32.4;20.9;17.0;49;37;37;139;4.6;1.3;1705690800.0
0.0;928.5;928.5;928.0;1637.9;33.2;16.9;34.2;33.0;19.0;16.0;43;35;38;154;4.9;0.9;1705694400.0
0.0;928.9;928.9;928.5;434.5;29.0;19.3;33.6;29.0;20.0;16.5;56;37;56;356;5.3;1.3;1705698000.0
0.0;929.9;930.0;928.9;49.7;27.3;20.4;29.0;27.3;20.4;19.1;66;56;66;241;5.5;2.1;1705701600.0
0.0;931.9;932.0;931.8;64.8;21.8;19.8;21.8;21.5;19.8;19.6;89;89;89;51;2.9;0.3;1705744800.0
0.0;932.1;932.1;931.8;473.7;23.9;19.7;23.9;21.8;20.4;19.7;89;77;77;100;2.0;0.5;1705748400.0
0.0;932.3;932.5;932.1;1775.9;25.4;19.6;26.0;24.3;20.7;19.1;78;69;70;323;3.1;0.5;1705752000.0
0.0;932.0;932.3;932.0;2181.6;28.1;20.5;28.4;25.4;21.4;19.4;72;59;64;309;3.4;0.7;1705755600.0
0.0;931.6;932.0;931.6;3156.8;30.4;19.3;30.8;28.1;21.0;18.3;64;49;51;181;2.7;1.2;1705759200.0
0.0;931.0;931.6;931.0;3692.5;31.2;18.1;31.6;29.8;22.4;16.2;59;40;46;355;5.7;2.1;1705762800.0
0.0;930.6;931.0;930.6;3368.9;31.6;18.0;32.3;31.1;20.4;15.7;51;38;44;319;5.7;1.5;1705766400.0
0.0;929.7;930.6;929.7;3559.8;32.7;18.3;32.9;31.6;19.5;16.4;48;38;42;3;4.8;1.3;1705770000.0
0.0;928.6;929.7;928.6;3160.2;33.1;15.9;33.2;32.2;19.2;14.6;45;34;36;329;5.4;1.8;1705773600.0
0.0;928.1;928.6;928.1;2517.8;32.8;16.9;33.2;32.4;18.3;15.0;43;33;39;352;5.2;2.2;1705777200.0
0.0;928.1;928.2;927.9;1580.0;31.9;16.5;32.8;31.9;18.5;15.4;44;36;39;345;6.2;2.0;1705780800.0
0.0;928.1;928.2;927.9;616.8;30.0;17.7;32.2;30.0;18.1;16.0;49;39;48;312;6.2;0.9;1705784400.0
0.0;928.9;929.0;928.0;35.6;28.5;19.3;30.2;28.5;19.4;17.6;58;47;58;259;3.8;0.5;1705788000.0
0.0;932.0;932.0;931.4;4.4;22.4;19.8;22.4;21.7;19.9;19.5;87;85;85;107;1.5;0.7;1705827600.0
0.0;932.5;932.5;932.0;319.4;24.0;20.0;24.0;22.3;20.2;19.6;85;79;79;140;1.7;0.0;1705831200.0
0.0;932.9;932.9;932.5;1064.8;25.9;19.9;25.9;24.0;20.2;19.1;79;69;70;98;2.4;1.0;1705834800.0
0.0;933.2;933.3;933.0;1933.5;27.5;20.0;27.7;25.6;20.3;18.9;71;60;64;73;3.2;1.1;1705838400.0
0.0;933.0;933.2;933.0;2694.1;29.4;19.3;29.5;27.3;20.4;18.2;63;53;55;332;2.7;0.3;1705842000.0
0.0;932.5;933.1;932.5;2869.9;30.5;21.1;30.6;29.0;22.2;18.8;61;51;57;279;3.6;1.1;1705845600.0
0.0;931.5;932.5;931.5;2971.1;32.0;20.9;32.0;29.9;21.8;19.3;60;49;52;266;4.6;1.2;1705849200.0
0.0;930.6;931.5;930.6;3087.4;32.6;19.4;33.1;30.8;21.9;18.6;54;44;46;261;5.8;1.4;1705852800.0
0.6;931.2;931.2;930.1;1367.9;25.1;19.5;32.6;25.1;20.7;16.2;71;42;71;284;9.9;2.2;1705856400.0
0.6;930.8;931.4;930.5;338.0;24.3;21.0;25.0;23.7;21.8;19.6;86;72;82;84;9.9;1.3;1705860000.0
0.0;930.0;930.8;930.0;504.6;24.7;20.8;24.7;24.1;21.1;20.4;82;79;79;55;5.2;0.8;1705863600.0
0.0;930.4;930.5;930.0;471.0;24.4;21.2;25.3;24.4;21.7;20.6;82;76;82;342;4.8;1.5;1705867200.0
0.2;930.8;930.8;930.3;175.4;23.5;20.4;24.4;23.5;21.4;20.3;86;82;83;345;5.1;0.2;1705870800.0
0.0;930.8;930.9;930.6;30.5;23.1;20.7;23.5;23.1;20.7;20.2;86;82;86;335;1.8;0.6;1705874400.0
0.0;933.5;933.5;933.0;67.9;22.7;20.1;22.7;22.1;20.2;19.9;88;85;85;302;2.3;0.2;1705917600.0
0.0;933.3;933.6;933.3;488.2;23.8;19.7;24.0;22.7;20.5;19.7;86;78;78;351;1.9;0.4;1705921200.0
0.0;933.0;933.4;933.0;1398.6;25.7;19.7;25.8;23.7;20.4;19.4;79;70;70;67;2.4;0.6;1705924800.0
0.0;933.0;933.0;932.9;1464.5;26.2;19.5;26.8;25.6;20.6;19.0;73;64;67;343;2.8;1.0;1705928400.0
0.0;932.6;933.0;932.6;2554.4;27.7;19.9;28.5;26.1;21.9;19.6;71;59;63;321;5.5;2.1;1705932000.0
1.8;932.2;932.6;932.1;1500.1;25.5;21.7;29.1;25.5;22.2;19.8;79;60;79;126;5.5;1.6;1705935600.0
0.0;931.7;932.2;931.7;946.1;23.3;20.0;27.6;23.2;23.3;18.9;83;67;82;3;9.4;3.0;1705939200.0
0.4;930.8;931.7;930.8;1694.8;28.3;22.2;28.5;23.3;23.2;20.2;86;66;70;6;7.2;1.1;1705942800.0
0.0;929.2;930.8;929.2;2086.1;28.0;20.5;30.4;28.0;23.1;20.5;70;56;64;353;4.3;1.3;1705946400.0
0.0;928.7;929.4;928.7;2036.5;30.2;21.7;30.4;27.7;22.7;20.5;69;60;60;358;5.9;1.1;1705950000.0
0.2;928.9;929.1;928.7;1839.8;30.1;19.8;31.1;29.2;23.1;19.8;65;53;54;273;5.2;1.2;1705953600.0
0.0;929.3;929.3;928.7;470.2;28.2;19.9;30.4;28.2;21.2;19.5;62;54;61;264;4.2;1.1;1705957200.0
0.0;930.0;930.0;929.3;61.5;26.9;20.3;28.2;26.9;20.4;19.7;67;60;67;255;3.8;0.4;1705960800.0
0.0;930.3;930.3;929.9;1.3;22.1;20.3;22.4;22.1;20.6;20.3;90;89;90;348;1.8;0.2;1706000400.0
0.0;931.1;931.1;930.3;125.0;22.8;20.9;22.8;22.0;20.9;20.3;90;89;89;315;3.0;0.7;1706004000.0
0.0;931.4;931.5;931.1;537.1;24.2;20.5;24.3;22.8;21.2;20.3;89;79;80;263;2.9;0.2;1706007600.0
0.0;931.5;931.6;931.5;584.2;25.1;20.8;25.1;24.0;20.9;20.1;81;77;77;348;2.8;0.9;1706011200.0
0.0;931.5;931.6;931.4;1848.1;27.1;20.9;27.1;25.1;21.6;19.9;77;66;69;301;3.5;0.8;1706014800.0
0.0;931.2;931.5;931.2;1549.8;27.8;20.9;27.8;26.8;21.4;19.6;70;63;66;272;4.4;1.1;1706018400.0
0.0;930.3;931.2;930.3;2603.7;29.7;21.5;29.7;27.7;22.5;19.3;68;57;62;257;5.5;1.6;1706022000.0
0.0;929.4;930.3;929.3;3341.2;29.6;19.8;30.7;29.3;22.7;19.5;63;55;56;294;5.3;1.7;1706025600.0
0.0;928.7;929.4;928.7;2196.3;27.6;22.4;30.5;27.1;22.4;19.8;74;55;73;331;7.7;3.2;1706029200.0
0.2;927.7;928.8;927.7;1447.6;27.4;21.0;27.9;26.3;22.5;19.9;78;64;68;350;6.2;1.3;1706032800.0
0.2;927.0;927.7;927.0;1816.5;28.0;21.4;28.7;26.0;22.3;19.7;72;64;67;338;7.8;1.9;1706036400.0
0.0;926.6;927.0;926.6;1590.6;28.0;20.9;29.8;28.0;21.3;19.7;67;57;65;325;5.3;1.2;1706040000.0
0.0;926.9;926.9;926.6;243.3;26.4;21.7;28.0;26.4;22.0;20.3;76;64;75;289;4.0;0.1;1706043600.0
0.0;927.3;927.4;926.8;60.8;25.3;21.4;26.4;25.3;22.1;21.4;81;75;79;2;1.7;0.2;1706047200.0
0.2;928.4;928.4;927.7;80.4;22.9;21.5;22.9;22.6;21.6;21.2;92;92;92;330;3.3;0.2;1706090400.0
0.0;929.1;929.1;928.4;326.4;23.5;22.0;23.6;22.9;22.1;21.5;92;91;91;324;3.0;0.2;1706094000.0
0.0;929.4;929.4;929.0;1344.4;25.3;21.8;25.7;23.3;22.6;21.3;91;78;81;307;4.8;1.7;1706097600.0
0.6;929.2;929.6;929.2;1710.5;26.6;21.5;26.9;24.0;22.8;20.8;86;73;73;325;5.9;1.6;1706101200.0
0.0;928.8;929.2;928.8;2641.3;27.9;21.2;29.0;26.2;23.3;20.7;79;64;67;271;6.5;1.4;1706104800.0
0.0;928.6;928.8;928.5;2307.6;27.5;23.6;29.4;25.9;23.6;19.8;80;62;79;243;7.3;2.1;1706108400.0
0.0;928.0;928.6;927.8;2977.1;27.1;21.3;29.5;27.1;23.5;20.4;79;62;71;244;6.5;2.3;1706112000.0
0.0;927.2;928.0;927.1;2228.6;28.6;20.8;30.2;27.0;22.7;20.7;72;58;62;267;6.5;1.6;1706115600.0
0.0;926.4;927.2;926.4;1936.4;28.5;19.5;29.6;27.9;22.5;19.5;70;57;58;276;5.9;1.7;1706119200.0
0.0;925.8;926.5;925.7;1859.4;28.0;20.2;30.4;28.0;21.6;19.1;65;52;63;307;6.7;1.4;1706122800.0
0.0;925.8;925.9;925.7;520.2;26.9;19.7;28.6;26.9;20.9;19.2;65;60;65;265;5.6;0.9;1706126400.0
0.2;926.4;926.4;925.7;137.7;24.8;20.6;26.9;24.8;20.6;19.2;78;64;78;257;5.4;1.2;1706130000.0
0.4;926.9;926.9;926.1;134.0;24.0;21.8;24.8;24.0;22.1;20.7;88;78;88;298;3.9;0.1;1706133600.0
0.0;928.4;928.4;927.9;162.1;22.3;21.0;22.3;22.0;21.0;20.7;92;92;92;336;1.4;0.5;1706176800.0
0.0;928.4;928.5;928.2;962.2;25.0;21.9;25.0;22.3;21.9;21.0;92;82;83;299;2.4;0.0;1706180400.0
0.0;928.8;928.9;928.4;1193.9;25.9;20.4;26.5;24.3;22.1;20.3;83;71;72;21;2.6;0.6;1706184000.0
0.0;928.8;928.9;928.7;2102.0;27.2;20.8;27.6;25.9;22.2;19.2;74;63;68;300;2.4;0.4;1706187600.0
0.0;928.9;929.0;928.8;1966.8;27.8;20.0;28.3;26.9;21.2;19.5;69;60;63;330;4.4;1.9;1706191200.0
0.0;928.8;928.9;928.7;2327.4;28.1;20.4;29.5;27.5;21.5;19.3;67;55;63;318;4.5;1.4;1706194800.0
0.0;928.1;928.9;928.1;2449.4;28.9;19.6;30.3;27.9;21.3;18.2;65;50;57;312;4.9;1.4;1706198400.0
0.0;927.2;928.1;927.2;2042.6;30.1;19.8;30.7;28.6;21.3;18.0;60;48;54;238;4.9;1.2;1706202000.0
0.0;926.8;927.2;926.8;1554.5;28.9;19.5;31.4;28.9;20.6;17.4;58;45;57;139;5.0;2.3;1706205600.0
0.0;926.1;926.8;926.1;753.6;28.6;19.0;29.2;28.5;20.3;18.6;60;54;56;170;5.0;2.1;1706209200.0
0.0;926.0;926.3;926.0;391.3;27.3;18.0;28.6;27.3;19.1;17.8;58;55;57;191;6.6;2.3;1706212800.0
0.0;926.9;926.9;925.9;81.5;25.2;19.6;27.5;25.2;19.9;17.9;72;56;71;209;5.4;0.9;1706216400.0
0.2;927.6;927.6;926.9;51.7;25.1;20.4;25.2;25.0;20.6;19.8;76;71;75;331;1.8;0.0;1706220000.0
0.0;930.3;930.3;929.4;82.2;22.3;20.7;22.3;21.7;20.7;20.1;91;90;90;284;0.5;0.0;1706263200.0
0.0;930.5;930.5;930.2;552.6;24.2;20.8;24.2;22.3;21.1;20.4;90;81;81;341;1.3;0.1;1706266800.0
0.0;930.8;930.8;930.5;1100.7;25.5;19.2;25.5;24.0;21.2;18.8;81;68;68;205;2.6;0.4;1706270400.0
0.0;930.8;930.9;930.8;1957.8;26.9;17.9;28.0;25.4;20.2;17.7;71;56;58;111;2.8;0.7;1706274000.0
0.0;930.3;930.8;930.3;2293.6;28.6;16.9;28.7;26.9;19.0;15.6;62;46;49;87;3.3;0.7;1706277600.0
0.0;930.0;930.3;930.0;2410.2;29.0;16.6;29.4;28.1;17.9;15.3;53;44;47;163;4.1;0.9;1706281200.0
0.0;929.6;930.0;929.6;1161.7;28.1;16.1;29.2;28.0;17.8;15.7;53;45;48;104;3.8;1.4;1706284800.0
0.0;928.8;929.6;928.8;1284.2;28.8;17.0;28.9;28.0;17.7;15.6;52;46;49;162;3.1;1.5;1706288400.0
0.0;928.2;928.8;928.2;2116.5;30.5;16.9;30.5;28.5;17.7;15.9;52;43;44;122;4.1;1.4;1706292000.0
0.0;927.7;928.3;927.7;735.6;28.2;16.3;30.5;28.1;17.6;16.1;50;43;48;116;4.4;1.7;1706295600.0
0.0;927.6;927.7;927.3;584.7;28.6;15.9;28.7;28.2;17.3;15.7;51;46;46;111;3.6;1.1;1706299200.0
0.0;927.6;927.7;927.5;371.7;27.8;16.1;28.6;27.7;17.2;15.7;52;46;49;119;3.2;1.4;1706302800.0
0.0;928.1;928.1;927.6;152.9;26.2;17.5;28.0;26.2;17.5;15.3;59;46;59;73;2.6;0.5;1706306400.0
0.0;930.7;930.7;930.1;232.9;22.9;19.5;23.0;21.7;20.1;19.4;87;81;81;343;2.4;0.7;1706349600.0
0.0;931.3;931.3;930.6;1135.7;25.5;20.0;25.5;22.9;20.3;19.3;81;71;72;321;2.2;0.4;1706353200.0
0.0;931.6;931.7;931.3;1998.0;27.4;19.1;27.7;25.3;20.3;18.1;72;58;61;346;3.4;0.9;1706356800.0
0.0;931.6;931.7;931.6;2480.1;28.8;17.3;29.1;26.4;20.0;17.0;64;50;50;337;3.5;1.3;1706360400.0
0.0;931.6;931.6;931.5;3287.0;29.6;17.4;30.3;28.0;18.8;16.3;56;45;48;16;4.6;1.7;1706364000.0
0.0;930.9;931.6;930.9;2323.7;29.1;17.4;30.6;29.1;19.2;15.9;54;41;49;333;4.6;0.9;1706367600.0
0.0;930.2;930.9;930.2;3200.6;31.0;17.6;31.3;28.9;19.8;16.4;53;42;45;4;4.1;1.1;1706371200.0
0.0;929.3;930.2;929.3;2470.1;30.4;16.8;32.0;29.5;20.3;15.0;54;39;44;333;4.5;1.3;1706374800.0
0.0;928.2;929.3;928.2;3236.6;31.9;13.7;33.0;30.5;20.0;13.7;52;33;33;241;4.1;1.2;1706378400.0
0.0;928.0;928.2;927.9;1155.8;29.6;17.1;33.1;29.5;18.0;14.5;48;33;47;149;5.5;1.3;1706382000.0
0.0;927.8;928.1;927.8;345.9;26.2;17.7;29.6;25.9;18.4;16.6;62;46;60;124;8.0;1.7;1706385600.0
0.0;927.9;928.0;927.7;268.5;25.9;20.0;27.1;25.6;20.0;17.8;70;58;70;135;4.2;0.4;1706389200.0
0.0;928.6;928.6;927.9;74.2;25.6;19.5;25.9;25.2;20.9;19.5;76;68;69;326;2.2;0.0;1706392800.0
0.0;932.4;932.4;931.8;180.2;23.3;20.2;23.3;22.3;20.3;20.1;88;83;83;338;3.3;1.2;1706436000.0
0.0;933.0;933.0;932.4;840.9;25.0;20.6;25.2;23.3;21.2;19.9;83;77;77;319;5.4;1.3;1706439600.0
0.0;933.3;933.3;933.0;1338.5;26.3;19.5;26.5;24.4;20.8;19.5;78;66;66;337;5.7;2.4;1706443200.0
0.0;933.6;933.6;933.3;2383.9;27.6;19.2;28.4;26.4;20.5;19.1;68;59;61;333;5.9;1.6;1706446800.0
0.0;933.3;933.6;933.3;2286.2;29.4;20.9;29.4;27.2;21.1;18.2;65;53;60;293;4.9;1.4;1706450400.0
0.0;932.8;933.3;932.8;2642.5;29.3;18.3;30.6;28.0;21.0;17.5;61;49;51;307;6.7;1.8;1706454000.0
0.0;932.0;932.8;932.0;3656.1;31.6;18.5;31.6;29.2;19.9;16.0;55;42;46;291;5.3;1.6;1706457600.0
0.0;931.2;932.0;931.2;3511.8;31.3;17.5;33.3;30.7;20.0;16.0;52;39;44;312;5.9;1.7;1706461200.0
0.0;930.4;931.2;930.4;2752.1;31.1;17.8;32.2;30.7;19.8;16.5;49;41;45;277;5.9;1.4;1706464800.0
0.0;929.6;930.4;929.6;1873.5;31.3;17.8;32.8;30.4;18.6;16.0;49;38;45;277;5.1;1.0;1706468400.0
0.0;929.1;929.6;929.1;752.5;29.3;17.7;32.1;29.2;18.4;16.3;51;39;50;281;5.2;0.9;1706472000.0
0.0;929.6;929.6;929.1;597.4;29.0;17.8;31.2;29.0;18.7;17.0;51;43;51;272;4.6;0.8;1706475600.0
0.0;930.3;930.3;929.6;78.1;27.1;19.8;29.0;27.1;19.8;17.5;64;51;64;341;5.5;1.9;1706479200.0
0.0;933.0;933.0;932.5;0.2;22.2;19.3;22.3;22.1;19.3;19.1;84;83;84;336;6.0;1.5;1706515200.0
0.0;933.7;933.7;933.0;0.1;22.4;19.3;22.4;22.2;19.4;19.2;84;82;83;319;4.2;1.1;1706518800.0
0.0;934.3;934.3;933.7;129.3;22.9;19.4;22.9;22.4;19.6;19.2;83;81;81;323;4.2;1.2;1706522400.0
0.0;935.1;935.1;934.3;386.0;23.3;19.1;23.5;22.8;19.8;19.1;81;77;77;312;4.6;1.4;1706526000.0
0.0;935.6;935.6;935.1;1529.9;25.6;19.3;25.7;23.3;19.8;18.9;78;66;68;341;6.3;2.4;1706529600.0
0.0;935.7;935.7;935.6;2925.5;26.6;20.2;27.0;25.4;20.5;18.8;70;64;68;329;6.3;2.3;1706533200.0
0.0;935.3;935.7;935.3;2644.6;28.3;19.7;28.6;25.9;20.7;18.2;68;56;60;296;5.6;1.6;1706536800.0
0.0;934.6;935.3;934.6;2988.4;29.2;18.5;29.2;27.3;20.1;17.7;62;52;53;317;5.6;1.1;1706540400.0
0.0;933.9;934.7;933.9;3340.4;30.4;19.2;30.4;28.3;20.2;17.0;58;47;51;291;5.3;1.9;1706544000.0
0.0;933.2;933.9;933.2;3184.4;30.8;17.5;31.9;29.2;19.8;16.4;52;41;45;247;6.5;2.1;1706547600.0
0.0;932.3;933.1;932.3;2698.0;31.2;16.8;32.1;29.7;18.4;14.5;48;36;42;276;4.3;0.9;1706551200.0
0.0;931.3;932.3;931.3;1623.3;31.8;17.0;31.9;29.3;17.4;14.2;48;37;41;268;4.8;0.9;1706554800.0
0.0;930.8;931.4;930.8;1497.4;31.2;16.0;32.1;29.8;17.0;14.7;44;36;40;277;4.4;1.4;1706558400.0
0.0;930.6;930.9;930.5;645.3;28.4;16.3;31.5;28.4;17.2;15.3;50;39;48;254;5.1;0.7;1706562000.0
0.0;930.9;930.9;930.5;42.9;26.5;16.5;28.4;26.5;16.8;16.0;54;47;54;266;2.8;0.1;1706565600.0
0.0;933.3;933.3;932.6;210.5;21.4;18.9;21.4;19.6;19.2;18.0;91;86;86;336;2.5;0.7;1706608800.0
0.0;933.8;933.8;933.3;1150.5;23.7;19.1;24.0;21.3;19.8;18.7;86;76;76;314;3.5;1.2;1706612400.0
